#==============================================
# Ir-192 Gamma Spectrum
#
# Column 1 : Energy (keV)
# Column 2 : Emission probability
#==============================================

136.343   0.183
201.311   0.472
205.796   3.300
283.267   0.262
295.958   28.670
308.457   30.000
316.508   82.810
374.485   0.721
416.471   0.664
468.072   47.830
484.578   3.184
489.039   0.443
588.584   4.514
604.415   8.230
612.466   5.309
884.542   0.292
1061.48   0.053
